id,isbn,titulo,autor,data_publicacao,generos,preco,paginas
54501,9786860979933,Luzes do Destino,Julia Alves,1986-05-09,Comédia|Terror|Tecnologia,114.65,329
54502,9781959004562,Sussurros de Gelo,Julia Martins,2014-12-23,Ficção|Terror,125.26,294
54503,9786939451678,Crônicas da Escuridão,Rafael Silva,1983-08-31,Drama,137.28,906
54504,9784621159536,O Caminho Esquecido,Laura Ribeiro,1990-06-01,Ficção|Terror,43.73,1145
54505,9783934168757,O Mistério de Gelo,Mariana Gomes,2015-12-04,História,121.8,587
54506,9782155678570,O Mistério Imortal,Maria Oliveira,2019-06-04,Aventura|Fantasia,72.21,282
54507,9780809961179,Crônicas da Magia,Carlos Carvalho,2005-04-05,Ficção,147.09,305
54508,9784120635396,História da Magia,Carlos Ferreira,1999-07-13,Mistério,212.86,390
54509,9781771879516,Crônicas da Magia,Carlos Oliveira,2008-11-06,Tecnologia,134.29,846
54510,9782312288635,Ecos do Destino,Ana Santos,2007-05-07,Ficção|Comédia,160.04,268
54511,9789879830838,História de Gelo,Ana Santos,1991-06-25,Romance,118.19,716
54512,9784979990986,Memórias da Escuridão,Fernanda Ribeiro,2019-12-10,Filosofia|Terror,174.66,956
54513,9788153602853,A Lenda da Escuridão,Marcos Melo,2004-02-13,Suspense|Ficção|Mistério,194.4,141
54514,9782898336766,Ecos Esquecido,Camila Carvalho,1994-08-24,Comédia|Filosofia|Fantasia,89.03,375
54515,9783294583554,O Mistério Esquecido,Camila Alves,2019-07-12,Mistério|Ficção|Drama,165.78,267
54516,9787670870414,Ecos da Cidade,Carlos Oliveira,1984-09-19,Terror|Fantasia|Biografia,244.87,753
54517,9784643898884,O Segredo da Escuridão,Camila Santos,1990-03-31,Biografia,94.93,561
54518,9789791003372,O Guia da Escuridão,Julia Santos,2007-05-25,Comédia|Aventura|Biografia,64.25,257
54519,9782209517677,História do Dragão,Marcos Pereira,1998-07-04,Ciência|Comédia|Mistério,34.31,835
54520,9782255284682,O Guia da Escuridão,Mariana Lima,1991-02-26,Ciência,247.76,111
54521,9783494669528,Contos do Amanhã,Beatriz Gomes,1981-10-28,Aventura|Mistério|Ciência,228.05,116
54522,9787738019524,Vozes de Fogo,Laura Gomes,1981-11-27,Drama|Aventura,123.13,504
54523,9786558121807,O Guia da Magia,Rafael Silva,2018-07-25,Comédia|Aventura|Fantasia,43.33,382
54524,9781318583440,O Segredo do Tempo,Rafael Oliveira,1985-09-26,Tecnologia|Mistério,81.03,1018
54525,9782503284817,Fragmentos do Tempo,Gabriel Ribeiro,1991-11-26,Mistério,196.9,1104
54526,9780216246649,O Segredo do Tempo,Gabriel Rodrigues,1986-05-14,Comédia|Mistério|Filosofia,159.05,310
54527,9781102255895,Crônicas do Destino,Carlos Ribeiro,2002-02-08,Aventura|Filosofia,31.61,245
54528,9785074076589,Ecos da Alma,Laura Silva,2000-03-02,Aventura|Comédia,194.53,995
54529,9781457679010,A Lenda Esquecido,Marcos Alves,2011-10-12,Mistério|Terror,32.84,722
54530,9780028804712,Memórias da Meia-Noite,Lucas Carvalho,2010-11-19,Mistério,232.73,506
54531,9787985596345,A Lenda da Alma,Gabriel Melo,1986-11-29,Aventura|Ciência|Mistério,217.36,973
54532,9780896976492,O Mistério de Fogo,Thiago Ribeiro,1988-11-09,Terror,83.6,429
54533,9788705295822,Contos do Destino,Carlos Santos,2007-06-29,Tecnologia|Suspense|Romance,84.67,138
54534,9784665009822,O Segredo do Tempo,Fernanda Oliveira,2004-11-25,Ficção|Ciência|Drama,227.29,564
54535,9783929682003,Crônicas do Amanhã,Thiago Souza,2023-11-13,Terror,164.07,229
54536,9787954724738,Sussurros Esquecido,Marcos Melo,2023-09-02,Comédia,204.1,781
54537,9781608555481,Memórias Estelar,Fernanda Gomes,1985-05-03,Biografia|Ficção|História,63.54,562
54538,9788908690868,Vozes de Gelo,Camila Oliveira,2025-01-17,Comédia|Ciência|Mistério,145.37,1166
54539,9780335714706,Crônicas da Cidade,Mariana Costa,2021-12-19,Comédia,120.06,464
54540,9780255860157,A Lenda de Fogo,Ana Carvalho,1986-03-06,Aventura,111.67,395
54541,9784874739636,História do Amanhã,Lucas Carvalho,1990-06-22,Terror|Mistério|Tecnologia,137.53,245
54542,9786649559292,Memórias Perdido,Pedro Lima,1993-02-13,Terror|Mistério,157.08,170
54543,9785293610659,O Guia Estelar,Gabriel Oliveira,2011-01-03,Mistério,75.31,464
54544,9783781143956,A Jornada do Dragão,Ana Santos,2022-02-11,Filosofia|Biografia|Aventura,107.75,545
54545,9788771378852,O Mistério da Meia-Noite,Thiago Oliveira,2013-09-10,Suspense,54.6,166
54546,9785430578279,História Imortal,João Lima,1992-06-10,Filosofia|Terror|Drama,243.45,906
54547,9784443379750,Luzes do Tempo,João Lima,2023-10-07,Terror|História|Fantasia,37.92,910
54548,9783154797726,O Mistério da Escuridão,João Silva,2004-07-31,Biografia|História,45.78,470
54549,9783089051101,O Guia de Gelo,Marcos Rodrigues,2005-06-18,Fantasia|Suspense,48.83,133
54550,9788533139801,A Jornada da Cidade,Mariana Ribeiro,1994-09-15,Filosofia,144.14,565
54551,9785314996062,A Jornada da Escuridão,Maria Souza,2009-12-20,Filosofia,140.15,185
54552,9780973442858,O Guia do Destino,Beatriz Martins,1993-01-12,Romance|Ciência|Mistério,204.45,1021
54553,9780451454815,Sombras de Fogo,Julia Lima,2011-10-24,Aventura,103.55,1115
54554,9787135763453,História da Meia-Noite,Fernanda Gomes,1986-03-17,Mistério|Comédia,222.42,290
54555,9782922467031,Luzes da Meia-Noite,Ana Costa,2003-06-03,Mistério|Romance,195.59,222
54556,9789962701519,A Jornada da Magia,Carlos Souza,1985-08-06,Comédia,66.78,1172
54557,9785862715644,Fragmentos do Amanhã,João Alves,1984-09-12,Mistério|Fantasia|Biografia,128.91,350
54558,9787042541634,Fragmentos Imortal,Mariana Lima,2007-05-16,Ciência|Terror|Drama,205.1,1107
54559,9789789111667,O Caminho do Destino,João Melo,2003-02-11,Filosofia|História|Ciência,234.89,423
54560,9784151037264,Memórias da Escuridão,Camila Oliveira,1999-10-26,Ficção|Fantasia|Aventura,92.22,940
54561,9785467664434,A Jornada de Gelo,Rafael Ribeiro,1987-07-21,Ciência|Aventura|Ficção,139.67,126
54562,9783170653627,Memórias do Dragão,Camila Lima,2006-11-15,Comédia|Drama|Ficção,101.91,1001
54563,9786807571872,Fragmentos de Gelo,Laura Pereira,2020-01-16,História|Biografia|Ciência,34.25,681
54564,9786291587116,O Caminho Perdido,Rafael Martins,1991-03-25,Aventura|Ficção,125.58,342
54565,9788993186081,História da Magia,Rafael Pereira,1981-04-12,Tecnologia|História,28.63,190
54566,9786140601819,Sussurros da Escuridão,Marcos Carvalho,2011-06-13,Comédia|Terror,217.88,350
54567,9781899088596,Vozes de Fogo,Mariana Martins,2021-11-29,Drama|Comédia|Biografia,80.1,1141
54568,9780258794479,O Segredo da Meia-Noite,Maria Martins,1996-02-04,Drama,237.63,510
54569,9783310256009,A Jornada do Dragão,Marcos Ferreira,2002-12-08,Drama|Suspense|Romance,30.81,397
54570,9789990942312,Luzes Imortal,Gabriel Ferreira,2006-10-14,Filosofia,89.39,133
54571,9786288637357,História Esquecido,Pedro Oliveira,1994-05-10,Comédia|Romance,109.24,823
54572,9783418615017,História do Dragão,Rafael Pereira,2004-04-06,Ciência|Aventura,104.59,614
54573,9785558636904,Sussurros da Magia,Beatriz Ferreira,2021-02-28,Filosofia,160.85,1130
54574,9783433848967,Crônicas do Amanhã,Camila Pereira,1982-02-26,Mistério,229.51,595
54575,9782756446363,Ecos do Tempo,Lucas Costa,2019-04-02,História|Ciência,20.32,787
54576,9781822545664,A Lenda da Escuridão,Thiago Souza,2002-11-23,Filosofia|Romance,213.12,324
54577,9788186718028,Crônicas do Amanhã,Laura Ribeiro,2014-04-09,Ciência,236.99,491
54578,9786217897493,Ecos Imortal,Marcos Costa,1985-11-07,História|Filosofia|Tecnologia,25.6,851
54579,9780017538480,O Guia da Cidade,Ana Santos,2000-09-18,Ficção|Fantasia|Suspense,160.61,427
54580,9783000074212,A Lenda Esquecido,Camila Souza,1986-06-27,Biografia|Ficção|Filosofia,207.43,563
54581,9780835628169,O Segredo da Escuridão,Mariana Silva,1981-06-08,Terror,220.66,991
54582,9784120134266,A Lenda da Cidade,Gabriel Ferreira,2006-02-26,Suspense|Comédia|Tecnologia,211.93,964
54583,9783679664334,Vozes da Escuridão,Marcos Rodrigues,2021-05-07,Biografia|Ciência|Mistério,75.75,139
54584,9782437574413,Sombras do Tempo,Beatriz Ribeiro,1982-09-07,Romance|Comédia,177.89,1050
54585,9787567619638,Vozes do Tempo,Beatriz Alves,1984-08-24,Romance,140.34,1035
54586,9781644907806,Luzes do Amanhã,João Lima,1999-11-12,Drama,59.6,536
54587,9787798466051,Memórias de Fogo,João Silva,2021-12-07,História,27.14,434
54588,9788883492985,O Caminho do Destino,Rafael Oliveira,2019-06-14,Biografia,49.22,776
54589,9787190952707,Vozes de Fogo,Pedro Ferreira,1995-01-31,Drama|Romance,23.48,281
54590,9786379773804,Sombras do Amanhã,Marcos Melo,2006-08-20,História|Fantasia|Romance,30.09,283
54591,9782734534491,O Caminho da Magia,Rafael Costa,2000-06-16,História|Ciência,75.84,995
54592,9781585958002,Contos do Tempo,Beatriz Souza,2018-09-11,Fantasia,55.17,487
54593,9787467309556,O Guia Esquecido,Marcos Gomes,1982-03-02,História|Fantasia|Romance,161.57,517
54594,9787836969804,A Lenda Imortal,Thiago Oliveira,1989-10-07,Aventura,74.28,313
54595,9783629832434,O Mistério da Magia,Pedro Oliveira,1996-11-29,Drama,163.64,370
54596,9786620314776,O Guia da Cidade,Lucas Ferreira,2004-02-13,Drama|Biografia|Comédia,208.64,658
54597,9784261397020,O Guia Perdido,João Ferreira,2013-08-30,Drama|Aventura|Romance,41.09,146
54598,9780601911166,Ecos Perdido,Beatriz Gomes,1998-11-06,Biografia,67.63,1017
54599,9781686888487,O Guia do Amanhã,Camila Oliveira,1988-01-26,História,105.06,585
54600,9787991843835,Luzes da Meia-Noite,Marcos Souza,2015-05-27,Tecnologia|Suspense,186.77,986
54601,9783891122272,O Caminho de Gelo,Laura Costa,1999-01-07,Tecnologia,92.07,1035
54602,9789166802713,Vozes de Fogo,Marcos Oliveira,2024-07-10,Tecnologia|Mistério|Filosofia,224.03,566
54603,9783305128165,Luzes Esquecido,Rafael Alves,2019-01-26,Tecnologia|Biografia,119.03,545
54604,9786196099072,O Guia da Magia,Rafael Ferreira,2011-06-26,Fantasia|Terror|Biografia,51.79,735
54605,9788214728913,História do Tempo,Carlos Melo,1980-03-23,Suspense,165.34,452
54606,9787932938491,O Segredo Perdido,Laura Ferreira,2006-07-10,Terror|Tecnologia,138.47,285
54607,9789020719433,Ecos da Alma,Beatriz Santos,1982-01-23,Tecnologia,146.17,685
54608,9781518649232,Sombras de Gelo,Julia Silva,2022-04-05,Terror|Filosofia|Tecnologia,169.94,977
54609,9785308850459,A Lenda Imortal,Julia Martins,2017-09-30,Drama,75.85,349
54610,9788109383532,Fragmentos da Escuridão,Carlos Ferreira,1985-08-29,Aventura,231.83,681
54611,9781458158113,O Guia da Escuridão,Laura Pereira,2001-06-12,Drama|Comédia,216.63,259
54612,9785344347644,Contos da Magia,Laura Ribeiro,1998-11-30,História|Terror|Drama,56.42,589
54613,9780302443080,Sussurros de Gelo,Carlos Carvalho,2012-02-02,Comédia|Aventura,77.23,164
54614,9782650110368,Vozes Perdido,Lucas Souza,2013-06-27,Comédia|Aventura,215.71,586
54615,9788665959064,Ecos da Cidade,Maria Ribeiro,1985-03-08,Tecnologia|Aventura,30.66,544
54616,9782379766559,O Caminho do Dragão,Gabriel Ribeiro,2022-03-01,Biografia|Comédia|Filosofia,178.2,1080
54617,9780036687340,O Guia da Cidade,Fernanda Costa,1994-02-14,Fantasia|Ciência|Ficção,101.45,1002
54618,9784613528546,Memórias da Meia-Noite,Pedro Melo,1987-08-12,Mistério|Ciência|Drama,192.88,973
54619,9789371418388,Crônicas Estelar,João Ferreira,1991-03-31,Terror|Fantasia,125.43,386
54620,9784605298228,Sombras Esquecido,Pedro Costa,2021-11-17,Terror|Romance|Aventura,234.38,314
54621,9788127642972,A Jornada do Dragão,Mariana Gomes,2003-01-20,Suspense,31.46,608
54622,9781174352620,Memórias do Destino,Mariana Gomes,2006-07-23,Tecnologia|Terror|Ciência,177.55,1028
54623,9787056235155,Vozes do Dragão,João Oliveira,2015-09-25,Terror,55.7,445
54624,9781546234844,Crônicas da Magia,Maria Carvalho,1984-12-08,Romance,44.61,1134
54625,9788875920872,Contos Esquecido,Lucas Souza,1986-11-10,Fantasia,66.75,932
54626,9788614340133,O Mistério do Dragão,Beatriz Costa,2023-05-10,Ficção|Tecnologia,66.46,218
54627,9782475800145,História da Escuridão,João Carvalho,2023-03-15,Aventura,99.46,671
54628,9788937010759,A Jornada do Destino,Maria Gomes,2014-07-30,História|Fantasia|Romance,109.35,881
54629,9782487794531,Ecos do Tempo,Mariana Martins,1987-02-04,Aventura,87.92,150
54630,9787776968083,Sussurros do Amanhã,Maria Lima,1995-04-19,Fantasia|História,124.94,202
54631,9787988162716,A Jornada da Magia,Carlos Carvalho,2005-03-19,Aventura,88.08,642
54632,9780106620121,O Caminho da Magia,Mariana Ferreira,1997-01-14,Comédia,244.39,508
54633,9786364417881,Contos do Destino,Thiago Alves,2020-05-01,Ficção,70.96,599
54634,9788355274915,Luzes de Gelo,Marcos Alves,2017-01-13,Fantasia|Romance,179.03,109
54635,9787284469854,Sombras da Meia-Noite,Mariana Lima,2003-05-04,Aventura|Tecnologia|Filosofia,35.17,636
54636,9782020564081,A Lenda da Escuridão,Fernanda Souza,2010-08-21,Biografia,110.54,925
54637,9780365588564,Sombras de Gelo,Ana Alves,2003-02-03,Ciência|Fantasia,225.71,474
54638,9787675129201,A Jornada Imortal,Maria Melo,2020-01-23,Filosofia|Mistério|Drama,172.5,664
54639,9783975944862,Crônicas do Dragão,Ana Silva,2007-11-29,Suspense|Filosofia|Mistério,61.67,875
54640,9788493192078,A Jornada do Destino,Marcos Carvalho,2014-10-06,Filosofia|Comédia,189.21,366
54641,9789895104628,Crônicas Esquecido,Mariana Pereira,1999-05-31,Ficção|Fantasia,171.18,412
54642,9786773778776,Fragmentos de Fogo,Maria Pereira,2019-12-07,Comédia|Suspense,111.14,806
54643,9786490547402,A Lenda Perdido,Beatriz Pereira,2014-01-26,Drama|Fantasia,68.63,787
54644,9783404651126,Ecos de Fogo,Carlos Silva,1980-10-12,Ciência|Aventura|Biografia,43.28,1001
54645,9782329399577,O Segredo Imortal,João Martins,1980-06-20,Comédia,187.69,242
54646,9785518128341,A Jornada do Dragão,Lucas Oliveira,1993-07-21,História,233.55,718
54647,9785327822758,O Segredo do Dragão,Lucas Gomes,1987-04-14,Comédia,177.36,1180
54648,9780930862369,Memórias da Cidade,Maria Carvalho,2014-03-03,Suspense|Ficção|Aventura,191.83,868
54649,9785612757900,Ecos Imortal,Pedro Melo,1988-06-29,Ficção,78.87,291
54650,9783927174555,História da Cidade,Fernanda Gomes,2010-07-29,História|Romance,244.71,560
54651,9785621824957,O Segredo de Gelo,Maria Costa,1994-08-11,Ficção,156.64,904
54652,9783074005998,Sombras de Gelo,Rafael Rodrigues,1982-12-11,Ciência|Tecnologia|Ficção,86.53,1114
54653,9781012687140,A Lenda Perdido,Mariana Ferreira,1992-07-20,Suspense|Filosofia|Biografia,105.96,419
54654,9786236393628,Memórias do Dragão,Camila Ribeiro,1989-06-23,Biografia|Suspense,25.83,1197
54655,9787250470436,Fragmentos Esquecido,Rafael Carvalho,2019-04-11,Suspense|Fantasia|História,138.87,631
54656,9787994132805,História da Alma,Mariana Ribeiro,2016-08-08,Aventura,124.2,586
54657,9780334199785,Fragmentos da Alma,Camila Ribeiro,2002-08-09,Mistério|Drama|Comédia,111.7,661
54658,9784921112958,O Mistério de Gelo,Beatriz Oliveira,2019-10-11,Drama|História,204.02,446
54659,9788123009315,Sombras de Fogo,Gabriel Souza,2012-08-09,História|Suspense,121.79,1091
54660,9784787559193,Memórias da Meia-Noite,Fernanda Rodrigues,1985-12-25,Aventura,190.35,1191
54661,9788326182184,O Guia de Fogo,Maria Pereira,1982-10-11,Terror|Mistério|Drama,222.7,1070
54662,9782673327933,O Mistério Perdido,Ana Souza,2000-01-14,Suspense|Filosofia,192.1,1043
54663,9784851060491,A Jornada da Escuridão,Thiago Souza,2014-12-23,Ficção|Biografia|Suspense,130.76,1050
54664,9786934800167,O Mistério da Alma,Rafael Silva,1989-04-11,Romance|Terror|Comédia,67.48,731
54665,9789567077790,História do Destino,Pedro Carvalho,2024-08-28,História|Biografia,74.23,1067
54666,9782963110142,O Segredo da Meia-Noite,Carlos Lima,2020-03-05,Romance,230.63,294
54667,9783516686596,A Lenda da Meia-Noite,Thiago Martins,2012-08-10,Biografia|Aventura,232.52,140
54668,9780621816579,Crônicas Imortal,Gabriel Melo,2011-09-06,Tecnologia|Ficção|Drama,200.32,1162
54669,9780452917948,Ecos do Destino,Julia Ribeiro,2020-10-17,Comédia|Tecnologia,196.04,1038
54670,9783117153293,O Caminho Estelar,Gabriel Pereira,1997-08-09,História,141.8,748
54671,9783180397966,Sussurros da Meia-Noite,Mariana Oliveira,1998-02-24,Filosofia|Suspense,103.0,546
54672,9786517908278,O Caminho de Fogo,Fernanda Martins,2023-02-22,Romance,180.87,509
54673,9786003089026,A Jornada Perdido,Rafael Santos,1990-01-26,Fantasia,73.18,913
54674,9784444198678,Ecos da Alma,Fernanda Souza,2002-06-16,Ficção|Romance|História,64.92,341
54675,9789874669863,O Caminho da Cidade,Maria Oliveira,1981-06-13,Drama,204.4,438
54676,9787717304310,A Jornada da Cidade,Maria Costa,2022-04-20,Ciência|Drama,43.42,587
54677,9785108362763,Crônicas Esquecido,Lucas Martins,2019-08-19,Ficção|Filosofia|Romance,50.43,193
54678,9784513363924,Vozes do Amanhã,Fernanda Lima,1999-01-19,Filosofia|Ciência,94.16,286
54679,9781888578068,O Caminho da Magia,Carlos Rodrigues,1997-06-03,Terror|Ficção|Fantasia,231.19,906
54680,9787340288531,Memórias da Magia,Beatriz Ribeiro,1984-07-20,Fantasia|Ficção|Biografia,119.9,162
54681,9785866245657,O Segredo de Gelo,Lucas Lima,2009-06-09,Filosofia|Comédia|Ciência,241.21,990
54682,9789087491692,Sussurros Perdido,Maria Silva,2006-06-10,Terror,147.66,1009
54683,9788749180238,O Segredo Estelar,Pedro Ferreira,1992-07-12,Romance|História|Drama,165.15,416
54684,9787148022745,Sombras de Fogo,Ana Melo,1994-05-03,Romance|Aventura|Comédia,237.73,179
54685,9787683030381,O Mistério Estelar,Julia Carvalho,2021-08-01,Terror|Ciência,23.45,290
54686,9780125213579,Vozes da Cidade,Pedro Oliveira,1985-06-25,Filosofia|Drama,215.3,186
54687,9786914505363,O Segredo da Meia-Noite,Gabriel Pereira,2000-04-16,Biografia|História,65.23,324
54688,9782532201629,A Lenda do Dragão,Julia Melo,2008-05-01,Comédia|Mistério,139.65,206
54689,9789451804367,Sussurros da Magia,Gabriel Costa,2012-08-16,Drama|Filosofia|Terror,206.8,795
54690,9786317042530,Vozes de Fogo,Marcos Silva,1994-03-10,Biografia|Aventura,135.57,1012
54691,9787371265722,A Jornada do Amanhã,Marcos Melo,2024-10-24,Comédia|Suspense|Terror,97.0,278
54692,9783149858291,O Guia da Meia-Noite,Camila Santos,2016-12-23,Biografia|Ficção|Comédia,180.93,253
54693,9782073247537,Luzes da Alma,Thiago Santos,1985-01-03,Fantasia,114.94,109
54694,9783933218118,O Mistério de Gelo,Fernanda Martins,2025-09-06,Ficção|Ciência|Tecnologia,128.69,526
54695,9781071948285,Vozes do Destino,Carlos Santos,1992-10-26,Terror|Comédia|Ficção,73.89,927
54696,9788672405457,O Mistério da Magia,Camila Carvalho,1995-03-16,Ciência|Drama|Suspense,88.6,423
54697,9782350918357,Ecos do Dragão,Rafael Rodrigues,1994-10-16,Filosofia|Comédia|Biografia,132.38,449
54698,9784281110671,Ecos do Dragão,Lucas Gomes,2025-09-10,História,210.49,562
54699,9784394230512,A Lenda de Fogo,Maria Oliveira,2008-08-30,Fantasia|Drama|Comédia,141.53,268
54700,9784070327841,O Segredo Perdido,Beatriz Ferreira,2020-06-21,Romance|Biografia,241.85,790
54701,9781169188584,A Lenda do Amanhã,Laura Melo,2014-04-01,Filosofia,115.99,215
54702,9784163745583,Luzes da Cidade,Pedro Pereira,1996-07-25,Fantasia|Tecnologia,117.75,1127
54703,9789552544364,Luzes do Amanhã,Rafael Alves,2002-01-05,Fantasia|Terror|Drama,25.08,500
54704,9781532718169,Sombras Perdido,João Silva,2003-03-06,Tecnologia|Suspense|Aventura,21.16,1131
54705,9787309564963,O Segredo da Meia-Noite,Beatriz Souza,1994-04-22,Romance|Terror,207.54,1181
54706,9781053087604,O Mistério da Magia,Ana Rodrigues,1985-07-04,Ficção|Drama,201.43,863
54707,9785351035540,Sussurros da Meia-Noite,Julia Carvalho,1982-04-27,Ficção|Ciência,105.74,219
54708,9780949860002,O Segredo Estelar,Ana Martins,1997-12-22,Drama,237.91,713
54709,9782864208190,O Mistério de Gelo,Marcos Oliveira,1994-03-21,Ficção|História,193.33,1177
54710,9788220326884,Crônicas do Amanhã,Lucas Costa,1998-01-21,Mistério|História|Fantasia,238.49,1014
54711,9782845476961,Luzes de Gelo,Maria Oliveira,1998-09-12,Romance|Fantasia|Mistério,172.69,400
54712,9789723886661,História do Destino,Lucas Santos,2014-11-16,Ciência|Terror,60.55,876
54713,9784890548345,O Caminho Estelar,Mariana Melo,2003-03-21,Mistério|Tecnologia|Aventura,166.92,538
54714,9782004629285,Contos Esquecido,Camila Lima,1990-01-10,Filosofia,61.44,662
54715,9783718795628,O Caminho da Escuridão,Gabriel Ferreira,2022-07-01,História|Comédia,84.69,447
54716,9788544531670,A Lenda da Alma,Laura Santos,2006-12-22,Biografia|Drama|Comédia,235.28,113
54717,9787214611519,Ecos de Fogo,Thiago Santos,1993-10-09,Suspense|Fantasia|Ficção,143.62,494
54718,9783624844315,Crônicas Imortal,Fernanda Oliveira,2009-06-26,Terror,133.99,748
54719,9784837632444,O Segredo da Escuridão,Beatriz Melo,2020-08-27,Mistério|Terror,120.33,974
54720,9784309659990,Crônicas Estelar,Lucas Rodrigues,2020-03-02,Aventura,46.33,254
54721,9789762886776,Contos do Amanhã,Ana Lima,2001-09-13,Romance|Suspense|Biografia,150.75,1019
54722,9788056202940,O Guia Imortal,Marcos Ribeiro,2005-08-20,Ficção|Suspense|Drama,164.51,547
54723,9780068746920,Contos de Fogo,João Melo,1985-07-21,Mistério,169.0,1008
54724,9784632504925,Crônicas do Tempo,Maria Rodrigues,2007-05-08,Filosofia|Drama,102.92,297
54725,9780807820448,A Lenda da Alma,Fernanda Carvalho,1993-09-17,Drama|Ficção|Fantasia,39.35,300
54726,9787366270032,Sussurros da Magia,Marcos Gomes,2020-12-15,Aventura,43.22,547
54727,9782636005126,Vozes da Magia,Lucas Oliveira,2009-03-23,Aventura,229.97,108
54728,9784494520453,O Segredo de Fogo,Carlos Alves,2010-10-02,Suspense|História|Filosofia,244.67,1027
54729,9788325007485,Vozes da Alma,Ana Martins,2019-02-06,Mistério,116.06,622
54730,9784834242084,Sussurros de Fogo,Marcos Gomes,2023-07-16,Comédia|História|Aventura,27.17,419
54731,9784541186326,Fragmentos de Gelo,Camila Carvalho,2004-04-28,Suspense|Mistério|Comédia,51.1,160
54732,9786859894192,Sombras de Fogo,Mariana Santos,1990-05-30,Comédia|Terror,182.73,1120
54733,9786118599733,Fragmentos Perdido,Maria Silva,1999-08-15,Mistério|Ciência|Ficção,25.72,244
54734,9781808760744,História do Tempo,Mariana Alves,1985-01-11,Suspense|Ciência,89.59,570
54735,9780433644602,Crônicas da Escuridão,Pedro Carvalho,2020-02-23,Filosofia|Fantasia|Romance,89.85,1003
54736,9785811931995,O Caminho de Gelo,Camila Costa,2005-03-21,Mistério|Tecnologia,147.41,709
54737,9780934316080,Ecos Estelar,Camila Alves,2017-10-01,Aventura|Suspense|Drama,132.42,1134
54738,9784580212326,Fragmentos da Cidade,Rafael Santos,1982-08-31,Drama|Ficção|Suspense,240.06,959
54739,9784850101441,Luzes da Alma,Carlos Souza,2020-05-20,Romance|História|Drama,160.72,557
54740,9781667419794,Fragmentos Imortal,Laura Ferreira,1999-05-11,Mistério|Filosofia|Suspense,71.43,1192
54741,9788879960085,Contos da Escuridão,Rafael Martins,1989-07-01,Filosofia|Mistério,33.98,1196
54742,9784521729744,Memórias da Magia,Rafael Lima,1981-11-18,Fantasia|Comédia|Terror,31.57,1018
54743,9788229443812,Luzes Imortal,Julia Gomes,2018-03-19,Tecnologia|Biografia,86.96,291
54744,9780594793157,Sussurros da Magia,Beatriz Ferreira,1984-09-11,Filosofia,139.14,530
54745,9784775520665,O Guia de Fogo,Mariana Ribeiro,1998-10-22,Fantasia|Mistério,230.51,868
54746,9786374963421,O Guia da Magia,Fernanda Ferreira,1988-02-29,Fantasia,149.67,1136
54747,9789268615987,O Caminho da Magia,Gabriel Ribeiro,1989-01-31,Fantasia|Romance|Ciência,229.47,356
54748,9786621185926,Sussurros Esquecido,Laura Rodrigues,2020-09-19,Mistério,160.62,1083
54749,9782464976650,Fragmentos da Meia-Noite,Marcos Pereira,1985-10-31,Mistério|Fantasia|Comédia,191.39,1052
54750,9784172444421,Contos de Fogo,Mariana Santos,2007-05-02,História|Aventura,65.07,797
54751,9786949463342,Ecos do Amanhã,Beatriz Souza,1997-02-21,Ciência|Ficção|Biografia,175.95,413
54752,9782442698405,O Segredo do Amanhã,Ana Oliveira,2002-06-05,Drama,147.32,618
54753,9788352662945,Memórias Imortal,Thiago Melo,1988-09-11,Tecnologia,184.49,1100
54754,9781343414512,História de Fogo,Julia Ferreira,2023-05-19,Romance|Ciência|Aventura,62.44,297
54755,9787499777927,Luzes do Amanhã,João Alves,2008-09-05,Aventura|Fantasia|Tecnologia,132.05,830
54756,9780211475672,Ecos de Gelo,Carlos Ferreira,1997-02-27,Tecnologia|Suspense|Mistério,88.14,594
54757,9785158026663,A Lenda Perdido,Ana Rodrigues,1982-10-08,Biografia|Ciência,152.51,290
54758,9789719652627,O Guia de Gelo,Lucas Rodrigues,1982-09-21,Ficção|Ciência,227.1,172
54759,9783550972031,A Jornada do Tempo,Maria Alves,1982-07-12,Suspense|Comédia|Ciência,222.41,890
54760,9781909006537,História de Fogo,Maria Lima,2010-11-22,Fantasia|Mistério|Suspense,240.95,304
54761,9782494774981,A Lenda Estelar,Fernanda Ferreira,1998-07-30,Terror|Mistério|Romance,34.64,318
54762,9788781489663,Memórias da Alma,Camila Ribeiro,1995-12-14,Biografia|História,64.97,1097
54763,9786644548283,A Lenda Imortal,Beatriz Souza,2016-07-29,Ciência|História,205.11,413
54764,9788825256509,O Caminho da Meia-Noite,Gabriel Gomes,1982-10-05,Fantasia|Comédia,81.81,373
54765,9782236624146,O Caminho Esquecido,Lucas Melo,1985-06-21,Drama|Ciência,179.62,319
54766,9787709642751,A Lenda da Alma,Fernanda Gomes,2013-07-06,Aventura|Terror,124.7,1123
54767,9786947043395,A Lenda do Destino,Pedro Carvalho,2000-06-11,Comédia,159.46,1104
54768,9787613260345,História da Alma,Lucas Melo,2004-05-06,Drama|Filosofia,181.95,478
54769,9780402932316,Luzes Perdido,Julia Lima,2015-12-09,Romance|Aventura,234.82,1120
54770,9789792718974,O Segredo da Escuridão,Camila Ribeiro,2022-03-27,Mistério|Fantasia,38.76,776
54771,9788087942131,Crônicas Perdido,Gabriel Melo,1994-08-13,Tecnologia|Comédia|Aventura,61.51,689
